USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.3  0.0  23552 14132 ?        Ss   13:32   0:05 /sbin/init splash
root           2  0.0  0.0      0     0 ?        S    13:32   0:00 [kthreadd]
root           3  0.0  0.0      0     0 ?        S    13:32   0:00 [pool_workqueue_release]
root           4  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-rcu_gp]
root           5  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-sync_wq]
root           6  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-kvfree_rcu_reclaim]
root           7  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-slub_flushwq]
root           8  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-netns]
root          10  0.0  0.0      0     0 ?        I    13:32   0:00 [kworker/0:1-events]
root          11  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/0:0H-events_highpri]
root          12  0.0  0.0      0     0 ?        I    13:32   0:00 [kworker/u64:0-writeback]
root          13  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-mm_percpu_wq]
root          14  0.0  0.0      0     0 ?        I    13:32   0:00 [rcu_tasks_kthread]
root          15  0.0  0.0      0     0 ?        I    13:32   0:00 [rcu_tasks_rude_kthread]
root          16  0.0  0.0      0     0 ?        I    13:32   0:00 [rcu_tasks_trace_kthread]
root          17  0.0  0.0      0     0 ?        S    13:32   0:00 [ksoftirqd/0]
root          18  0.1  0.0      0     0 ?        I    13:32   0:02 [rcu_preempt]
root          19  0.0  0.0      0     0 ?        S    13:32   0:00 [rcu_exp_par_gp_kthread_worker/0]
root          20  0.0  0.0      0     0 ?        S    13:32   0:00 [rcu_exp_gp_kthread_worker]
root          21  0.0  0.0      0     0 ?        S    13:32   0:00 [migration/0]
root          22  0.0  0.0      0     0 ?        S    13:32   0:00 [idle_inject/0]
root          23  0.0  0.0      0     0 ?        S    13:32   0:00 [cpuhp/0]
root          24  0.0  0.0      0     0 ?        S    13:32   0:00 [cpuhp/2]
root          25  0.0  0.0      0     0 ?        S    13:32   0:00 [idle_inject/2]
root          26  0.0  0.0      0     0 ?        S    13:32   0:00 [migration/2]
root          27  0.0  0.0      0     0 ?        S    13:32   0:00 [ksoftirqd/2]
root          29  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/2:0H-events_highpri]
root          30  0.0  0.0      0     0 ?        S    13:32   0:00 [cpuhp/4]
root          31  0.0  0.0      0     0 ?        S    13:32   0:00 [idle_inject/4]
root          32  0.0  0.0      0     0 ?        S    13:32   0:01 [migration/4]
root          33  0.0  0.0      0     0 ?        S    13:32   0:00 [ksoftirqd/4]
root          35  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/4:0H-events_highpri]
root          36  0.0  0.0      0     0 ?        S    13:32   0:00 [cpuhp/6]
root          37  0.0  0.0      0     0 ?        S    13:32   0:00 [idle_inject/6]
root          38  0.0  0.0      0     0 ?        S    13:32   0:01 [migration/6]
root          39  0.0  0.0      0     0 ?        S    13:32   0:00 [ksoftirqd/6]
root          41  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/6:0H-events_highpri]
root          42  0.0  0.0      0     0 ?        S    13:32   0:00 [cpuhp/8]
root          43  0.0  0.0      0     0 ?        S    13:32   0:00 [idle_inject/8]
root          44  0.0  0.0      0     0 ?        S    13:32   0:00 [migration/8]
root          45  0.0  0.0      0     0 ?        S    13:32   0:00 [ksoftirqd/8]
root          47  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/8:0H-events_highpri]
root          48  0.0  0.0      0     0 ?        S    13:32   0:00 [cpuhp/10]
root          49  0.0  0.0      0     0 ?        S    13:32   0:00 [idle_inject/10]
root          50  0.0  0.0      0     0 ?        S    13:32   0:01 [migration/10]
root          51  0.0  0.0      0     0 ?        S    13:32   0:00 [ksoftirqd/10]
root          53  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/10:0H-events_highpri]
root          54  0.0  0.0      0     0 ?        S    13:32   0:00 [cpuhp/12]
root          55  0.0  0.0      0     0 ?        S    13:32   0:00 [idle_inject/12]
root          56  0.0  0.0      0     0 ?        S    13:32   0:00 [migration/12]
root          57  0.0  0.0      0     0 ?        S    13:32   0:00 [ksoftirqd/12]
root          59  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/12:0H-events_highpri]
root          60  0.0  0.0      0     0 ?        S    13:32   0:00 [cpuhp/14]
root          61  0.0  0.0      0     0 ?        S    13:32   0:00 [idle_inject/14]
root          62  0.0  0.0      0     0 ?        S    13:32   0:00 [migration/14]
root          63  0.0  0.0      0     0 ?        S    13:32   0:00 [ksoftirqd/14]
root          64  0.0  0.0      0     0 ?        I    13:32   0:00 [kworker/14:0-cgwb_release]
root          65  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/14:0H-events_highpri]
root          66  0.0  0.0      0     0 ?        S    13:32   0:00 [cpuhp/1]
root          67  0.0  0.0      0     0 ?        S    13:32   0:00 [idle_inject/1]
root          68  0.0  0.0      0     0 ?        S    13:32   0:00 [migration/1]
root          69  0.0  0.0      0     0 ?        S    13:32   0:00 [ksoftirqd/1]
root          71  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/1:0H-events_highpri]
root          72  0.0  0.0      0     0 ?        S    13:32   0:00 [cpuhp/3]
root          73  0.0  0.0      0     0 ?        S    13:32   0:00 [idle_inject/3]
root          74  0.0  0.0      0     0 ?        S    13:32   0:00 [migration/3]
root          75  0.0  0.0      0     0 ?        S    13:32   0:00 [ksoftirqd/3]
root          77  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/3:0H-events_highpri]
root          78  0.0  0.0      0     0 ?        S    13:32   0:00 [cpuhp/5]
root          79  0.0  0.0      0     0 ?        S    13:32   0:00 [idle_inject/5]
root          80  0.0  0.0      0     0 ?        S    13:32   0:00 [migration/5]
root          81  0.0  0.0      0     0 ?        S    13:32   0:00 [ksoftirqd/5]
root          82  0.0  0.0      0     0 ?        I    13:32   0:00 [kworker/5:0-cgroup_destroy]
root          83  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/5:0H-events_highpri]
root          84  0.0  0.0      0     0 ?        S    13:32   0:00 [cpuhp/7]
root          85  0.0  0.0      0     0 ?        S    13:32   0:00 [idle_inject/7]
root          86  0.0  0.0      0     0 ?        S    13:32   0:00 [migration/7]
root          87  0.0  0.0      0     0 ?        S    13:32   0:00 [ksoftirqd/7]
root          88  0.0  0.0      0     0 ?        I    13:32   0:00 [kworker/7:0-mm_percpu_wq]
root          89  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/7:0H-events_highpri]
root          90  0.0  0.0      0     0 ?        S    13:32   0:00 [cpuhp/9]
root          91  0.0  0.0      0     0 ?        S    13:32   0:00 [idle_inject/9]
root          92  0.0  0.0      0     0 ?        S    13:32   0:00 [migration/9]
root          93  0.0  0.0      0     0 ?        S    13:32   0:00 [ksoftirqd/9]
root          95  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/9:0H-events_highpri]
root          96  0.0  0.0      0     0 ?        S    13:32   0:00 [cpuhp/11]
root          97  0.0  0.0      0     0 ?        S    13:32   0:00 [idle_inject/11]
root          98  0.0  0.0      0     0 ?        S    13:32   0:00 [migration/11]
root          99  0.0  0.0      0     0 ?        S    13:32   0:00 [ksoftirqd/11]
root         101  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/11:0H-events_highpri]
root         102  0.0  0.0      0     0 ?        S    13:32   0:00 [cpuhp/13]
root         103  0.0  0.0      0     0 ?        S    13:32   0:00 [idle_inject/13]
root         104  0.0  0.0      0     0 ?        S    13:32   0:00 [migration/13]
root         105  0.0  0.0      0     0 ?        S    13:32   0:00 [ksoftirqd/13]
root         107  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/13:0H-events_highpri]
root         108  0.0  0.0      0     0 ?        S    13:32   0:00 [cpuhp/15]
root         109  0.0  0.0      0     0 ?        S    13:32   0:00 [idle_inject/15]
root         110  0.0  0.0      0     0 ?        S    13:32   0:00 [migration/15]
root         111  0.0  0.0      0     0 ?        S    13:32   0:00 [ksoftirqd/15]
root         112  0.0  0.0      0     0 ?        I    13:32   0:00 [kworker/15:0-cgroup_destroy]
root         113  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/15:0H-events_highpri]
root         114  0.0  0.0      0     0 ?        S    13:32   0:00 [kdevtmpfs]
root         115  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-inet_frag_wq]
root         116  0.0  0.0      0     0 ?        S    13:32   0:00 [kauditd]
root         117  0.0  0.0      0     0 ?        S    13:32   0:00 [khungtaskd]
root         118  0.0  0.0      0     0 ?        I    13:32   0:01 [kworker/u64:1-flush-259:0]
root         119  0.0  0.0      0     0 ?        S    13:32   0:00 [oom_reaper]
root         120  0.0  0.0      0     0 ?        I    13:32   0:01 [kworker/u64:2-iou_exit]
root         121  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-writeback]
root         122  0.0  0.0      0     0 ?        S    13:32   0:00 [kcompactd0]
root         123  0.0  0.0      0     0 ?        SN   13:32   0:00 [ksmd]
root         124  0.0  0.0      0     0 ?        SN   13:32   0:00 [khugepaged]
root         125  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-kintegrityd]
root         126  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-kblockd]
root         127  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-blkcg_punt_bio]
root         128  0.0  0.0      0     0 ?        S    13:32   0:00 [irq/9-acpi]
root         129  0.0  0.0      0     0 ?        I    13:32   0:00 [kworker/4:1-mld]
root         131  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-tpm_dev_wq]
root         132  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-ata_sff]
root         133  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-md]
root         134  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-md_bitmap]
root         135  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-edac-poller]
root         136  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-devfreq_wq]
root         137  0.0  0.0      0     0 ?        S    13:32   0:00 [watchdogd]
root         138  0.0  0.0      0     0 ?        I    13:32   0:00 [kworker/8:1-cgroup_destroy]
root         139  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/1:1H-kblockd]
root         140  0.0  0.0      0     0 ?        S    13:32   0:00 [irq/25-AMD-Vi0-Evt]
root         141  0.0  0.0      0     0 ?        S    13:32   0:00 [irq/26-AMD-Vi0-PPR]
root         142  0.0  0.0      0     0 ?        S    13:32   0:00 [irq/27-AMD-Vi0-GA]
root         144  0.0  0.0      0     0 ?        S    13:32   0:00 [kswapd0]
root         145  0.0  0.0      0     0 ?        S    13:32   0:00 [ecryptfs-kthread]
root         146  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-kthrotld]
root         147  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/u65:0-hci0]
root         148  0.0  0.0      0     0 ?        I    13:32   0:00 [kworker/3:1-cgroup_destroy]
root         149  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-acpi_thermal_pm]
root         151  0.0  0.0      0     0 ?        I    13:32   0:00 [kworker/1:2-mm_percpu_wq]
root         152  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-mld]
