USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.3  0.0  23552 14132 ?        Ss   13:32   0:05 /sbin/init splash
root         153  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/8:1H-kblockd]
root         154  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-ipv6_addrconf]
root         163  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-kstrp]
root         164  0.0  0.0      0     0 ?        I    13:32   0:00 [kworker/5:1-events]
root         167  0.0  0.0      0     0 ?        I    13:32   0:00 [kworker/6:1-cgroup_destroy]
root         181  0.0  0.0      0     0 ?        I    13:32   0:00 [kworker/12:2-events]
root         183  0.0  0.0      0     0 ?        I    13:32   0:00 [kworker/12:4-mm_percpu_wq]
root         185  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-charger_manager]
root         186  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/0:1H-kblockd]
root         187  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/2:1H-kblockd]
root         212  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/11:1H-kblockd]
root         224  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/4:1H-kblockd]
root         225  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/14:1H-kblockd]
root         226  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/12:1H-kblockd]
root         227  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/15:1H-kblockd]
root         239  0.0  0.0      0     0 ?        I    13:32   0:00 [kworker/15:2-mm_percpu_wq]
root         240  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/5:1H-kblockd]
root         241  0.5  0.0      0     0 ?        S    13:32   0:09 [irq/52-ELAN06FA:00]
root         242  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/6:1H-kblockd]
root         243  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/9:1H-kblockd]
root         244  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/10:1H-kblockd]
root         245  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/13:1H-kblockd]
root         249  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/7:1H-kblockd]
root         253  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/3:1H-kblockd]
root         254  0.0  0.0      0     0 ?        S    13:32   0:00 [scsi_eh_0]
root         255  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-scsi_tmf_0]
root         256  0.0  0.0      0     0 ?        S    13:32   0:00 [scsi_eh_1]
root         257  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-scsi_tmf_1]
root         258  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-nvme-wq]
root         259  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-nvme-reset-wq]
root         260  0.0  0.0      0     0 ?        I<   13:32   0:00 [kworker/R-nvme-delete-wq]
