timestamp,addr_count,cpu_percent,ping_response
1753455299.489497690,0
0,2.9721,TIMEOUT
1753455300.999017624,0
0,2.97226,SUCCESS:.569779011
1753455302.087917303,0
0,2.97233,SUCCESS:.003125530
1753455302.602970566,0
0,2.97236,SUCCESS:.003299084
1753455303.118519771,0
0,2.97239,SUCCESS:.003211923
1753455303.633558438,0
0,2.97244,SUCCESS:.002813549
1753455304.145612026,0
0,2.97255,SUCCESS:.003042558
1753455304.659489096,0
0,2.9726,SUCCESS:.002297074
1753455305.171202699,0
0,2.97265,SUCCESS:.002855035
1753455305.685012723,0
0,2.97269,SUCCESS:.002781143
1753455306.198024812,0
0,2.97279,SUCCESS:.002747410
1753455306.711923256,0
0,2.97285,SUCCESS:.002925505
1753455307.226145204,0
0,2.97291,SUCCESS:.002191264
1753455307.738049265,0
0,2.97295,SUCCESS:.002387798
1753455308.251543889,0
0,2.97303,SUCCESS:.003261580
1753455308.767751211,0
0,2.97306,SUCCESS:.002873054
1753455309.282987882,0
0,2.97308,SUCCESS:.003024400
1753455309.798598623,0
0,2.9731,SUCCESS:.002990875
1753455310.313796114,0
0,2.97314,SUCCESS:.003018743
1753455310.828631549,0
0,2.97316,SUCCESS:.003211713
1753455311.345064810,0
0,2.97322,SUCCESS:.003369414
1753455311.860418188,0
0,2.97325,SUCCESS:.003470475
1753455312.375872696,0
0,2.97329,SUCCESS:.003426056
1753455312.892078486,0
0,2.97332,SUCCESS:.003206057
1753455313.407894004,0
0,2.97336,SUCCESS:.003045771
1753455313.924748269,0
0,2.97337,SUCCESS:.003119873
1753455314.439940665,0
0,2.97341,SUCCESS:.003174558
1753455314.955716375,0
0,2.97344,SUCCESS:.003395326
1753455315.471536155,0
0,2.97346,SUCCESS:.002958540
1753455315.985860287,0
0,2.97349,SUCCESS:.002229258
1753455316.497165329,0
0,2.97352,SUCCESS:.003179517
1753455317.012793047,0
0,2.97355,SUCCESS:.002942546
1753455317.527890043,0
0,2.97358,SUCCESS:.003017066
1753455318.042529091,0
0,2.97362,SUCCESS:.002039431
1753455318.554068452,0
0,2.97374,SUCCESS:.002247348
1753455319.065976294,0
0,2.97383,SUCCESS:.002683365
1753455319.579838361,0
0,2.97389,SUCCESS:.002158370
1753455320.091145571,0
0,2.97396,SUCCESS:.001978389
1753455320.603615845,0
0,2.97403,SUCCESS:.002359722
1753455321.117055165,0
0,2.97413,SUCCESS:.003513916
1753455321.630408371,0
0,2.9742,SUCCESS:.002243576
1753455322.142200559,0
0,2.97427,SUCCESS:.002450445
1753455322.653461257,0
0,2.97434,SUCCESS:.002227163
1753455323.164774406,0
0,2.97439,SUCCESS:.002273259
1753455323.676142939,0
0,2.97449,SUCCESS:.002379556
1753455324.187478089,0
0,2.97457,SUCCESS:.002163399
1753455324.698408160,0
0,2.97463,SUCCESS:.002565194
1753455325.210036364,0
0,2.97469,SUCCESS:.003031174
1753455325.725133786,0
0,2.97471,SUCCESS:.003384011
1753455326.240672953,0
0,2.97475,SUCCESS:.002780096
1753455326.754909444,0
0,2.97477,SUCCESS:.002863835
1753455327.269732880,0
0,2.9748,SUCCESS:.003234971
1753455327.785600721,0
0,2.97482,SUCCESS:.003450850
1753455328.301196461,0
0,2.97486,SUCCESS:.002079589
1753455328.813768012,0
0,2.97492,SUCCESS:.003457554
1753455329.330240468,0
0,2.97495,SUCCESS:.003334704
1753455329.846558018,0
0,2.97497,SUCCESS:.003439674
1753455330.362421461,0
0,2.975,SUCCESS:.003684398
1753455330.878246282,0
0,2.97502,SUCCESS:.003534309
1753455331.394775311,0
0,2.97505,SUCCESS:.003215485
1753455331.910577435,0
0,2.97508,SUCCESS:.003246145
1753455332.426183864,0
0,2.97512,SUCCESS:.003104787
1753455332.941387660,0
0,2.97514,SUCCESS:.003026355
1753455333.457371721,0
0,2.97517,SUCCESS:.002280452
1753455333.968902503,0
0,2.97529,SUCCESS:.003162755
1753455334.483100728,0
0,2.97532,SUCCESS:.003492685
1753455334.998836784,0
0,2.97535,SUCCESS:.003324647
1753455335.513833224,0
0,2.97538,SUCCESS:.003102342
1753455336.029150025,0
0,2.97541,SUCCESS:.003350627
1753455336.544852210,0
0,2.97544,SUCCESS:.003424170
1753455337.060541544,0
0,2.97547,SUCCESS:.003108628
1753455337.577016452,0
0,2.97549,SUCCESS:.003062044
1753455338.092670168,0
0,2.97553,SUCCESS:.003042559
1753455338.608856423,0
0,2.97556,SUCCESS:.002737841
1753455339.124001069,0
0,2.97558,SUCCESS:.003211365
1753455339.639495479,0
0,2.97563,SUCCESS:.002117233
1753455340.150364591,0
0,2.97568,SUCCESS:.002986475
1753455340.664845538,0
0,2.97571,SUCCESS:.003347206
